Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling,GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,player,overall,potential,value_eur,age,total_stats,best_position,nationality,position_group,ability_tier,cell
Dersan Dinis,Dersan Jaime Dinis Abravanel,72,72,2300000,RW,RW,Brazil,https://cdn.sofifa.net/players/230/477/23_60.png,30,176,70,1824,400,Palmeiras,27000,4099999,SUB,2025,33,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,78,66,69,67,52,68,72,72,69,73,54,71,55,50,64,68,76,80,58,75,45,55,69,63,75,70,58,51,73,72,41,64,45,51,60,8,16,12,14,9,72,72,71,71,71,72,72,72,70,72,66,64,66,65,62,65,21,Dersan Dinis,72,72,2300000,30,1824,RW,Brazil,Forward,Rotation 70-77,Forward / Rotation 70-77
B. Cufré,Braian Cufré,72,77,3200000,"LB,LM",LWB,Argentina,https://cdn.sofifa.net/players/231/247/23_60.png,25,178,79,1975,423,RCD Mallorca,16000,7300000,RES,2024,3,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium,78,64,69,69,68,75,72,58,58,69,59,69,80,66,68,68,76,79,79,65,60,80,83,89,69,65,70,66,59,66,55,58,72,70,61,6,7,12,13,6,68,68,67,67,67,68,69,71,70,71,73,71,73,72,70,72,16,B. Cufré,72,77,3200000,25,1975,LWB,Argentina,Defender,Rotation 70-77,Defender / Rotation 70-77
Y. Bodiger,Yann Bodiger,72,74,2500000,"CDM,CM,CAM",CDM,France,https://cdn.sofifa.net/players/224/591/23_60.png,27,188,80,1874,389,Granada CF,8000,4200000,CDM,2024,6,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,52,58,69,66,70,74,63,52,61,70,44,63,67,69,74,74,55,50,56,71,52,70,70,70,77,63,71,71,58,71,59,65,70,72,67,14,12,9,13,16,64,63,64,64,64,63,68,67,72,67,69,73,69,69,72,69,22,Y. Bodiger,72,74,2500000,27,1874,CDM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Ailton Valpaços,Ailton Jonas Valpaços Salazar,72,72,1900000,"CB,CDM",CB,Brazil,https://cdn.sofifa.net/players/230/222/23_60.png,30,186,79,1859,392,São Paulo,23000,3600000,CB,2025,27,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,64,58,60,63,71,76,47,42,72,73,50,60,60,48,67,66,69,60,68,64,56,79,81,75,75,76,80,65,55,50,50,72,70,75,77,8,13,9,9,10,64,60,61,61,61,60,64,63,67,63,69,72,69,70,72,70,18,Ailton Valpaços,72,72,1900000,30,1859,CB,Brazil,Defender,Rotation 70-77,Defender / Rotation 70-77
G. Weissbeck,Gaëtan Weissbeck,72,77,3400000,"CAM,RM",CAM,France,https://cdn.sofifa.net/players/237/132/23_60.png,25,177,70,1890,396,FC Sochaux-Montbéliard,6000,6200000,CAM,2024,10,2019,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,66,70,72,75,46,67,66,68,47,75,58,76,77,78,70,76,63,68,78,65,74,77,67,77,68,74,53,29,66,70,67,68,38,63,50,14,7,9,15,7,70,71,71,71,71,71,74,73,72,73,63,62,63,60,55,60,19,G. Weissbeck,72,77,3400000,25,1890,CAM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
J. O'Connell,Jack O'Connell,72,74,2400000,CB,CB,England,https://cdn.sofifa.net/players/212/300/23_60.png,28,191,85,1652,360,Sheffield United,20000,4700000,SUB,2023,5,2016,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,55,37,63,60,72,73,70,35,72,69,30,59,47,32,64,62,54,55,54,65,48,41,80,46,83,40,81,71,42,58,34,67,72,72,70,9,12,7,6,12,55,56,54,54,54,56,59,60,62,60,67,70,67,68,74,68,18,J. O'Connell,72,74,2400000,28,1652,CB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
Fabiano Sonta,Fabiano Elton Sonta Pessoa,72,72,1900000,"CB,CDM",CB,Brazil,https://cdn.sofifa.net/players/230/218/23_60.png,30,181,82,1639,341,Fluminense,15000,3600000,CDM,2025,14,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,46,41,56,53,74,71,39,33,72,69,46,46,33,49,65,50,43,48,69,73,63,54,67,51,78,43,78,77,37,51,44,75,76,73,65,7,11,12,8,9,53,49,50,50,50,49,54,52,60,52,63,70,63,65,72,65,18,Fabiano Sonta,72,72,1900000,30,1639,CB,Brazil,Defender,Rotation 70-77,Defender / Rotation 70-77
R. Ábila,Ramón Ábila,72,72,1900000,ST,ST,Argentina,https://cdn.sofifa.net/players/226/378/23_60.png,32,177,93,1793,378,Club Atlético Colón,11000,2900000,SUB,2024,12,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Low,66,71,61,70,32,78,53,70,75,65,73,69,52,48,63,70,65,67,68,65,72,81,69,54,92,63,76,19,75,65,67,76,29,32,22,16,14,15,14,15,72,67,69,69,69,67,69,68,64,68,50,52,50,48,51,48,22,R. Ábila,72,72,1900000,32,1793,ST,Argentina,Forward,Rotation 70-77,Forward / Rotation 70-77
J. Le Douaron,Jérémy Le Douaron,72,76,3400000,"ST,LM",ST,France,https://cdn.sofifa.net/players/257/111/23_60.png,24,189,78,1817,398,Stade Brestois 29,16000,7100000,SUB,2023,22,2020,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,70,70,65,71,49,73,68,72,71,69,44,73,58,48,56,73,71,70,63,69,57,75,66,71,77,68,69,51,73,68,56,65,44,48,41,12,12,6,8,10,74,71,71,71,71,71,72,72,68,72,63,62,63,61,60,61,19,J. Le Douaron,72,76,3400000,24,1817,ST,France,Forward,Rotation 70-77,Forward / Rotation 70-77
Àlex Corredera,Alexandre Corredera Alardi,72,75,3000000,"CM,CAM,RM",CM,Spain,https://cdn.sofifa.net/players/229/207/23_60.png,26,178,72,1899,394,CD Tenerife,8000,5000000,CM,2024,6,2021,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,64,65,72,71,55,67,58,67,55,78,56,69,79,72,76,74,61,67,71,70,71,69,62,79,66,61,58,46,70,73,59,77,53,62,59,10,11,15,14,8,69,69,70,70,70,69,73,72,74,72,66,68,66,65,62,65,19,Àlex Corredera,72,75,3000000,26,1899,CM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Juan Iglesias,Juan Antonio Iglesias Sánchez,72,79,4500000,"RB,RM,RWB",RB,Spain,https://cdn.sofifa.net/players/260/178/23_60.png,23,185,76,1698,369,Getafe CF,15000,10400000,RB,2026,21,2019,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,71,37,60,64,70,67,67,36,70,68,37,65,58,40,48,65,72,70,65,70,52,36,55,76,66,32,60,69,58,55,42,60,68,73,72,10,12,11,12,8,58,61,59,59,59,61,62,65,63,65,72,68,72,72,70,72,19,Juan Iglesias,72,79,4500000,23,1698,RB,Spain,Defender,Rotation 70-77,Defender / Rotation 70-77
Guerrero,Adrián Guerrero Aguilar,72,79,4500000,"LWB,LB,LM",LWB,Spain,https://cdn.sofifa.net/players/245/586/23_60.png,24,174,67,1986,419,FC Zürich,11000,7700000,LM,2024,3,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,High,74,67,68,69,69,72,67,67,65,67,67,68,66,63,68,69,73,74,69,69,76,66,70,82,68,65,68,68,73,72,64,68,70,69,70,10,12,11,12,8,70,69,69,69,69,69,71,72,72,72,72,71,72,72,71,72,19,Guerrero,72,79,4500000,24,1986,LWB,Spain,Defender,Rotation 70-77,Defender / Rotation 70-77
C. Espinoza,Cristian Espinoza,72,72,2500000,RM,RM,Argentina,https://cdn.sofifa.net/players/226/385/23_60.png,27,173,73,1800,392,San Jose Earthquakes,7000,3800000,RM,2022,10,2019,-,Right,5,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,High,81,64,69,73,42,63,71,61,41,70,64,73,65,61,65,70,83,80,81,65,76,72,34,84,61,61,50,38,67,71,60,70,50,39,36,16,8,12,7,8,67,71,69,69,69,71,72,72,68,72,63,59,63,59,50,59,18,C. Espinoza,72,72,2500000,27,1800,RM,Argentina,Midfield,Rotation 70-77,Midfield / Rotation 70-77
N. Gaitán,Nicolás Gaitán,72,72,1100000,"CAM,CM",CAM,Argentina,https://cdn.sofifa.net/players/184/144/23_60.png,34,173,66,1806,362,FC Paços de Ferreira,8000,2300000,CM,2023,28,2022,-,Left,2,4,3,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Low,57,70,74,74,41,46,76,68,54,69,77,73,82,72,74,76,59,55,63,74,80,70,57,34,48,69,53,40,74,78,71,79,35,42,43,8,11,9,7,5,70,71,71,71,71,71,72,72,71,72,58,59,58,56,51,56,18,N. Gaitán,72,72,1100000,34,1806,CAM,Argentina,Midfield,Rotation 70-77,Midfield / Rotation 70-77
E. Amor,Emiliano Amor,72,74,2500000,CB,CB,Argentina,https://cdn.sofifa.net/players/226/170/23_60.png,27,190,80,1545,336,Colo-Colo,5000,3700000,CB,2024,15,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Low,High,51,36,47,52,70,80,33,39,74,64,23,48,31,17,57,56,45,55,51,65,52,45,75,63,87,19,85,69,27,35,58,52,70,70,68,10,14,12,14,14,52,46,47,47,47,46,50,51,55,51,62,67,62,64,74,64,21,E. Amor,72,74,2500000,27,1545,CB,Argentina,Defender,Rotation 70-77,Defender / Rotation 70-77
R. Ledson,Ryan Ledson,72,75,2900000,"CDM,CM",CDM,England,https://cdn.sofifa.net/players/222/836/23_60.png,24,175,69,1891,395,Preston North End,19000,5700000,SUB,2023,18,2018,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,63,56,69,66,67,74,64,58,58,72,45,63,66,64,70,69,62,63,68,67,70,59,67,83,65,52,87,68,59,70,53,70,66,70,68,14,16,16,8,11,63,64,64,64,64,64,68,68,71,68,71,73,71,70,70,70,20,R. Ledson,72,75,2900000,24,1891,CDM,England,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Guto Milazar,Guto Ramón Milazar Coimbra,72,72,2000000,LB,LB,Brazil,https://cdn.sofifa.net/players/230/260/23_60.png,30,170,68,1726,366,Flamengo,23000,3600000,SUB,2025,30,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,73,40,61,64,70,58,67,22,60,70,31,64,31,55,73,58,74,73,76,64,75,67,55,85,47,51,51,72,50,38,51,60,69,71,73,5,12,13,14,9,55,58,56,56,56,58,59,63,64,63,72,69,72,72,67,72,18,Guto Milazar,72,72,2000000,30,1726,LB,Brazil,Defender,Rotation 70-77,Defender / Rotation 70-77
F. Mura,Facundo Mura,72,77,3300000,"RB,LB",RB,Argentina,https://cdn.sofifa.net/players/247/156/23_60.png,23,171,69,1863,405,Racing Club,11000,5200000,RB,2024,34,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium,78,54,66,70,67,70,71,50,55,67,30,70,52,41,66,69,79,78,76,69,74,67,66,79,66,55,69,67,72,70,47,69,67,70,65,11,11,12,8,14,66,68,67,67,67,68,70,72,70,72,72,70,72,72,69,72,19,F. Mura,72,77,3300000,23,1863,RB,Argentina,Defender,Rotation 70-77,Defender / Rotation 70-77
Wallace,Wallace Fortuna Santos,72,74,2500000,CB,CB,Brazil,https://cdn.sofifa.net/players/216/437/23_60.png,27,191,85,1525,337,Wuhan Three Towns,13000,4099999,CB,2023,3,2022,-,Right,2,2,2,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,68,28,44,49,71,77,34,21,72,59,36,45,33,29,50,52,64,71,45,70,34,40,80,61,86,26,76,71,25,31,45,68,72,70,69,15,11,11,10,11,49,45,45,45,45,45,47,50,52,50,63,66,63,66,74,66,20,Wallace,72,74,2500000,27,1525,CB,Brazil,Defender,Rotation 70-77,Defender / Rotation 70-77
Leandro Vivenço,Leandro Freddy Vivenço Morais,72,72,2800000,ST,ST,Brazil,https://cdn.sofifa.net/players/230/519/23_60.png,22,174,69,1849,377,RB Bragantino,12000,5300000,SUB,2025,9,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,75,76,59,75,30,62,61,76,65,55,72,77,77,74,57,75,73,76,73,74,83,83,75,78,54,73,57,22,65,57,71,62,33,22,21,14,11,10,18,17,72,70,71,71,71,70,70,71,63,71,54,50,54,51,44,51,23,Leandro Vivenço,72,72,2800000,22,1849,ST,Brazil,Forward,Rotation 70-77,Forward / Rotation 70-77
T. Monconduit,Thomas Monconduit,72,72,1600000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/203/128/23_60.png,31,184,83,1880,386,AS Saint-Étienne,7000,2900000,CM,2025,7,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,High,50,57,68,66,71,74,67,49,71,68,39,65,72,63,72,70,43,55,61,67,59,70,71,75,74,68,74,71,64,68,52,68,71,70,70,12,9,14,13,13,65,63,63,63,63,63,67,66,71,66,70,72,70,70,72,70,20,T. Monconduit,72,72,1600000,31,1880,CDM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Leo Coelho,Leonardo Henriques Coelho,72,73,2200000,CB,CB,Brazil,https://cdn.sofifa.net/players/253/305/23_60.png,29,189,87,1715,372,Club Nacional de Football,650,5000000,CB,2022,3,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,69,43,57,57,73,73,39,41,74,69,35,44,39,37,67,67,65,72,71,59,64,51,74,65,82,40,60,73,45,56,49,71,67,78,76,14,13,10,7,12,58,54,55,55,55,54,59,58,63,58,67,71,67,70,73,70,19,Leo Coelho,72,73,2200000,29,1715,CB,Brazil,Defender,Rotation 70-77,Defender / Rotation 70-77
Xavi Torres,Xavier Torres Buigues,72,72,650000,"CDM,CB",CDM,Spain,https://cdn.sofifa.net/players/179/528/23_60.png,35,179,82,1906,400,CD Lugo,5000,1000000,CDM,2024,14,2020,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,High,59,60,69,64,69,79,66,49,63,71,57,58,58,65,70,72,58,60,59,71,60,80,70,71,86,65,73,75,57,70,66,72,73,65,67,12,15,6,8,10,66,63,64,64,64,63,67,67,70,67,70,72,70,70,72,70,20,Xavi Torres,72,72,650000,35,1906,CDM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Jutglà,Ferran Jutglà Blanch,72,80,5000000,"ST,LW",ST,Spain,https://cdn.sofifa.net/players/265/800/23_60.png,23,174,79,1787,385,Club Brugge KV,17000,8000000,ST,2026,9,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,76,72,58,76,29,74,54,73,67,64,65,76,57,53,48,77,79,74,75,68,82,72,75,73,78,69,64,21,74,62,73,70,22,29,25,6,8,8,8,8,74,71,72,72,72,71,72,71,64,71,54,51,54,51,48,51,16,Jutglà,72,80,5000000,23,1787,ST,Spain,Forward,Rotation 70-77,Forward / Rotation 70-77
L. Di Plácido,Leonel Di Plácido,72,72,2100000,"RB,RWB,RM",RB,Argentina,https://cdn.sofifa.net/players/222/022/23_60.png,28,176,72,1918,418,Club Atlético Lanús,12000,3200000,SUB,2026,26,2017,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Medium,86,60,63,73,65,71,70,57,48,65,55,76,59,49,63,72,87,85,79,61,75,69,76,80,66,63,71,65,59,57,53,58,62,70,72,10,16,10,11,7,66,69,67,67,67,69,69,72,68,72,72,69,72,72,68,72,18,L. Di Plácido,72,72,2100000,28,1918,RB,Argentina,Defender,Rotation 70-77,Defender / Rotation 70-77
L. Da Cunha,Lucas Da Cunha,72,78,3800000,"RM,CAM,RW",CAM,France,https://cdn.sofifa.net/players/254/579/23_60.png,21,176,69,1792,378,OGC Nice,20000,8000000,SUB,2024,97,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,76,68,68,74,37,55,69,66,56,70,60,74,68,57,61,75,77,75,79,65,76,73,54,62,54,72,50,33,70,70,62,66,31,40,33,8,9,14,15,14,70,72,71,71,71,72,73,72,68,72,58,55,58,55,48,55,20,L. Da Cunha,72,78,3800000,21,1792,CAM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
H. Barcos,Hernán Barcos,72,72,800000,ST,ST,Argentina,https://cdn.sofifa.net/players/191/856/23_60.png,38,187,91,1817,376,Club Alianza Lima,700,1800000,ST,2022,9,2021,-,Right,5,3,2,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,53,74,66,66,46,71,57,77,78,70,68,65,66,65,64,75,54,53,42,69,46,76,70,65,75,67,67,52,78,70,75,76,41,40,38,6,7,16,14,11,72,67,70,70,70,67,71,69,69,69,58,61,58,57,58,57,18,H. Barcos,72,72,800000,38,1817,ST,Argentina,Forward,Rotation 70-77,Forward / Rotation 70-77
J. Robinson,Jack Robinson,72,72,2000000,"CB,LB",CB,England,https://cdn.sofifa.net/players/199/027/23_60.png,28,180,67,1773,377,Sheffield United,20000,3800000,SUB,2023,19,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,69,41,60,61,72,74,58,40,66,65,32,55,60,40,59,64,70,68,72,68,70,43,83,71,72,38,80,70,52,57,43,59,72,74,74,14,14,13,10,6,57,58,57,57,57,58,61,62,63,62,70,70,70,71,72,71,19,J. Robinson,72,72,2000000,28,1773,CB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
L. López,Lisandro López,72,72,800000,"ST,CAM",ST,Argentina,https://cdn.sofifa.net/players/142/707/23_60.png,39,174,74,1908,390,Club Atlético Sarmiento,8000,1200000,ST,2022,7,2022,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,63,72,70,72,53,60,65,71,73,74,74,71,79,66,70,75,65,61,69,69,73,76,71,53,64,70,57,55,75,68,77,80,45,57,37,8,10,11,13,6,72,70,71,71,71,70,72,71,71,71,61,63,61,60,60,60,18,L. López,72,72,800000,39,1908,ST,Argentina,Forward,Rotation 70-77,Forward / Rotation 70-77
E. Adebayo,Elijah Adebayo,72,76,3400000,ST,ST,England,https://cdn.sofifa.net/players/229/375/23_60.png,24,193,89,1770,385,Luton Town,23000,6700000,ST,2024,11,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,73,71,50,68,44,79,43,74,72,55,63,68,54,46,42,70,68,77,67,71,59,72,70,77,85,66,71,39,74,55,65,63,42,43,34,6,11,9,11,11,74,66,68,68,68,66,67,66,61,66,56,56,56,56,57,56,18,E. Adebayo,72,76,3400000,24,1770,ST,England,Forward,Rotation 70-77,Forward / Rotation 70-77
G. Suso,Gastón Suso,72,72,1600000,CB,CB,Argentina,https://cdn.sofifa.net/players/235/004/23_60.png,31,190,82,1611,344,Platense,10000,2400000,CB,2023,6,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,High,52,41,52,51,73,75,45,40,70,73,31,45,31,33,55,52,50,53,55,70,64,47,71,71,79,35,73,74,43,29,64,65,72,74,72,5,9,11,6,9,54,49,50,50,50,49,52,54,58,54,66,69,66,68,72,68,16,G. Suso,72,72,1600000,31,1611,CB,Argentina,Defender,Rotation 70-77,Defender / Rotation 70-77
S. Byram,Sam Byram,72,72,2100000,"LB,RB",LB,England,https://cdn.sofifa.net/players/208/892/23_60.png,28,183,72,1862,401,Norwich City,29000,4000000,LB,2023,3,2019,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,74,57,64,69,70,67,70,59,66,67,43,69,55,33,64,69,72,75,70,70,71,66,77,67,66,52,68,70,61,65,41,69,72,70,71,10,9,15,16,13,67,67,66,66,66,67,68,70,68,70,72,70,72,72,72,72,21,S. Byram,72,72,2100000,28,1862,LB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
T. Walcott,Theo Walcott,72,72,1500000,RM,RM,England,https://cdn.sofifa.net/players/164/859/23_60.png,33,176,68,1815,377,Southampton,35000,2900000,SUB,2023,32,2021,-,Right,2,3,3,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,74,68,70,74,39,52,73,67,58,74,71,73,72,69,63,75,79,69,73,74,75,72,59,34,55,62,65,35,75,67,69,74,37,39,36,11,8,9,9,8,72,72,72,72,72,72,72,72,68,72,59,57,59,56,52,56,19,T. Walcott,72,72,1500000,33,1815,RM,England,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Y. Court,Yoann Court,72,72,1900000,"RM,LM,CAM",RM,France,https://cdn.sofifa.net/players/199/419/23_60.png,32,172,70,1848,387,Stade Malherbe Caen,7000,3300000,SUB,2023,11,2020,-,Left,2,4,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,68,65,72,72,40,70,74,67,26,72,32,71,70,67,72,72,70,66,75,71,86,70,80,72,69,65,67,50,70,74,60,67,35,40,44,12,16,7,13,13,66,71,69,69,69,71,72,72,71,72,63,62,63,59,53,59,22,Y. Court,72,72,1900000,32,1848,RM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
E. Zeballos,Exequiel Zeballos,72,85,5500000,"RW,LW",RM,Argentina,https://cdn.sofifa.net/players/260/601/23_60.png,20,174,71,1715,368,Boca Juniors,10000,11100000,SUB,2026,7,2020,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Low,85,63,66,77,31,46,69,60,34,65,52,78,64,66,57,74,87,83,90,65,83,69,40,69,38,64,40,28,68,70,64,75,27,36,34,5,11,11,6,8,66,72,70,70,70,72,72,73,66,73,58,52,58,54,41,54,16,E. Zeballos,72,85,5500000,20,1715,RM,Argentina,Midfield,Rotation 70-77,Midfield / Rotation 70-77
J. Paterson,Jamie Paterson,72,72,2300000,"LW,CM,CAM",LW,England,https://cdn.sofifa.net/players/199/960/23_60.png,30,175,68,1792,375,Swansea City,23000,4400000,LW,2024,12,2021,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,75,67,70,73,39,51,69,69,57,72,57,73,66,67,65,72,77,73,83,70,75,65,63,73,48,67,27,38,69,72,62,68,42,33,35,14,8,12,12,7,69,72,71,71,71,72,72,72,69,72,61,56,61,57,48,57,19,J. Paterson,72,72,2300000,30,1792,LW,England,Forward,Rotation 70-77,Forward / Rotation 70-77
R. Schunke,Richard Schunke,72,72,1900000,CB,CB,Argentina,https://cdn.sofifa.net/players/253/341/23_60.png,30,185,80,1614,349,Independiente del Valle,800,4200000,CB,2023,5,2018,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,59,34,52,54,70,80,41,31,71,69,31,41,35,34,59,73,58,60,53,68,55,43,80,74,86,30,70,72,28,38,44,53,70,70,65,15,11,14,11,14,53,50,50,50,50,50,54,55,60,55,66,71,66,68,72,68,21,R. Schunke,72,72,1900000,30,1614,CB,Argentina,Defender,Rotation 70-77,Defender / Rotation 70-77
M. Wanitzek,Marvin Wanitzek,72,72,2300000,CM,CM,Germany,https://cdn.sofifa.net/players/228/245/23_60.png,29,179,74,1968,405,Karlsruher SC,12000,3700000,CM,2024,10,2017,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,70,65,74,73,56,67,77,58,49,75,59,71,76,78,70,75,77,64,77,70,76,74,64,90,62,70,53,62,67,72,73,69,49,60,62,15,12,10,13,8,68,71,70,70,70,71,72,72,72,72,72,69,72,69,62,69,20,M. Wanitzek,72,72,2300000,29,1968,CM,Germany,Midfield,Rotation 70-77,Midfield / Rotation 70-77
W. Cyprien,Wylan Cyprien,72,73,2400000,"CDM,CM",CDM,France,https://cdn.sofifa.net/players/212/886/23_60.png,27,180,78,2024,419,FC Sion,4000,0,SUB,2023,10,2021,TRUE,Right,3,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,64,69,71,72,70,73,70,65,64,72,64,71,73,70,71,73,64,64,70,70,72,75,80,68,75,70,72,71,69,70,76,76,71,71,66,8,16,8,11,14,71,69,70,70,70,69,72,72,73,72,72,73,72,71,72,71,20,W. Cyprien,72,73,2400000,27,2024,CDM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
B. Dack,Bradley Dack,72,72,2400000,"CAM,CM",CAM,England,https://cdn.sofifa.net/players/211/098/23_60.png,28,173,71,1947,410,Blackburn Rovers,31000,4600000,SUB,2024,23,2017,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,70,70,71,75,53,71,68,71,64,72,61,74,76,69,69,75,74,67,81,65,81,70,58,54,77,69,80,55,76,72,62,77,46,56,48,10,7,15,16,9,72,72,72,72,72,72,72,72,71,72,63,65,63,62,63,62,19,B. Dack,72,72,2400000,28,1947,CAM,England,Midfield,Rotation 70-77,Midfield / Rotation 70-77
M. Estève,Maxime Estève,72,82,4800000,CB,CB,France,https://cdn.sofifa.net/players/262/042/23_60.png,20,193,87,1561,352,Montpellier Hérault SC,11000,10100000,CB,2025,14,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,67,33,51,54,72,75,53,26,74,65,26,51,45,29,47,62,61,72,33,68,37,61,65,64,82,24,74,70,28,33,38,70,72,74,69,12,14,14,7,11,54,50,50,50,50,50,51,55,55,55,67,68,67,69,74,69,19,M. Estève,72,82,4800000,20,1561,CB,France,Defender,Rotation 70-77,Defender / Rotation 70-77
F. Maouassa,Faitout Maouassa,72,75,3000000,LB,LM,France,https://cdn.sofifa.net/players/230/043/23_60.png,23,170,73,1990,427,Montpellier Hérault SC,14000,0,LB,2023,27,2021,TRUE,Left,2,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,78,64,70,74,67,74,72,58,61,71,53,74,75,67,69,74,82,74,76,70,84,77,75,72,75,71,72,67,67,66,42,72,67,68,69,14,8,5,6,9,71,71,70,70,70,71,72,73,72,73,73,72,73,72,71,72,18,F. Maouassa,72,75,3000000,23,1990,LM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
